fic_id,chapter_id,para_id,text
15717675,1,1,"Todoroki ($_todoroki) tilted his ($_todoroki) head slightly towards Midoriya ($_midoriya) beside him ($_todoroki) . `` Do you ($_todoroki) think it 's too late to leave ? '' 
"
15717675,1,2,"`` We did n't come all this way for nothing , '' Midoriya ($_midoriya) kept his ($_midoriya) eyes focused on the doors of the throne room . `` He ($_midoriya) 'll help us . '' 
"
15717675,1,3,"`` You ($_todoroki) seem quite confident that a cold blooded killer will sympathize with our cause . '' Todoroki ($_todoroki) said . 
"
15717675,1,4,"`` I ($_todoroki) don t know what you ve heard , but the rumors are just that - rumors . Most seem too ridiculous to be true , right Iida ($_iida) ? '' Midoriya ($_midoriya) looked to the knight to his ($_midoriya) left . 
"
15717675,1,5,"`` I ($_todoroki) would have to agree that the stories of the barbarian warlord do seem a bit exaggerated . However , '' Iida ($_iida) lowered his ($_iida) voice , despite the four rebels being the only ones in the entryway . `` Just because the truth of a story has been stretched , it does not rule out the possibility that it is rooted in fact . Perhaps he does sit on a throne of bones and wear his enemies ' blood . There is only one way to know . '' 
"
15717675,1,6,"`` I heard he tamed a dragon by defeating it with his bare fists , '' Uraraka ($_uraraka) said . `` And that he fucks it . '' 
"
15717675,1,7,"The others turned and looked at her . 
"
15717675,1,8,"`` Uraraka , you can not say such things ! '' 
"
15717675,1,9,"`` Where - where did you hear that ?! '' 
"
15717675,1,10,"`` How does he manage that ... '' 
"
15717675,1,11,"Uraraka ($_uraraka) held up her ($_uraraka) hands in front of her ($_uraraka) . `` It s not that I believe it ! It 's just what I heard ! '' 
"
15717675,1,12,"Yes , but if all rumors are rooted in truth , then this raises something questions , Todoroki ($_todoroki) stated . 
"
15717675,1,13,"I didn t say all rumors were based in truth ! Iida ($_iida) started waving his ($_iida) hands to make his ($_iida) point . 
"
15717675,1,14,"Midoriya ($_midoriya) tried to regain some of his ($_midoriya) composure . `` Guys , this is serious . We ca n't - '' 
"
15717675,1,15,"The doors before them slowly began to open , the squealing of the hinges and loud creaking of the wood cutting off Midoriya_'s ($_midoriya) train of thought . 
"
