fic_id,chapter_id,para_id,text
12774753,1,1,"I. 
"
12774753,1,2,"Ella es Yaoyorozu Momo , se unir a la Guardia Real y estar enteramente a tu disposici n. 
"
12774753,1,3,"Las palabras expresadas por Todoroki Enji , Rey y h roe del Reino de Feuer , lo hab an dejado sin cuidado en ese momento . Su mirada hab a estado fija en la figura de la mujer que le presentaba , con cabellos negros y ojos indecisos que no parec an tener ni la m s m nima se al de querer mirarlo directamente . No la culpaba , su padre podr a hacer un esc ndalo por tal osad a y , aun as , segu a sin entender por qu alguien tan orgulloso y con el af n de convertirlo en el Rey tanto de sus tierras como de las tierras de su rival m s temido , hab a decidido conseguirle un `` guardaespaldas '' que carec a de fortaleza en s mismo . La chica no temblaba y su porte era recto , la armadura perfectamente colocada a pesar de ser tan ligera , cabello firmemente agarrado en una coleta que serv a para despejarle el rostro . Sin embargo , segu a teniendo esa mirada insegura , como si no supiese como actuar y en parte lo entend a a la perfecci n. Con una reputaci n tan mala como la ten a el Rey , cualquier guerrero tendr a miedo de un paso en falso la primera vez que se presentaba frente a su poderosa presencia acompa ada de la del mismo pr ncipe . 
"
12774753,1,4,"Estaba curioso , tanto que se qued ah sin intenci n alguna de moverse en lo que ve a a su padre partir con aquel porte arrogante , sab a que la familia Yaoyorozu era importante en todos los reinos existentes , yac an a las afueras completamente ajenos a las decisiones de los Reinos , regidos por sus propias reglas e ideas . Nadie osaba atacarlos porque eran grandes guerreros y , si les daban un buen trato , les ofrec an a sus descendientes como guerreros para sus propios planes . 
"
12774753,1,5,"Ten a entendido que el Reino de Feuer estaba en malos t rminos con aquella familia , Enji los hab a tachado de in tiles en sus momentos de soberbia , a adiendo que su hijo -LRB- obviamente l -RRB- era mucho mejor guerrero que cualquiera . Lo hab a criado para eso , para mostrarle al mundo la verdad de la familia real de Feuer y , sin embargo , ah estaba aquella chica llamada Momo , que , ante la mirada insistente de l , sus manos hab an sacado de la funda la espada que ten a colgada de la cadera , deposit ndola a sus pies en adem n de ofrenda . Se hab a inclinado colocando su rodilla izquierda en el suelo y la pierna derecha flexionada en una pose digna de respeto . Lo siguiente que sinti fue su mano tocando la suya , su propio cuerpo se exalt , casi nadie osaba tocarlo , pero ella la hab a llevado a sus labios y besado el dorso con suavidad . 
"
12774753,1,6,"Os guardar la espa l da , mi se or . Y dar mi vida por usted si es necesario . J uro por mi honor y alma que no descansar hasta que usted est a salvo en momentos de necesidad . Ser vuestro escudo y le aconsejar si as lo desea . Lo j uro por los Antiguos_Dioses ($_dioses) y los nuevos . (1)
"
12774753,1,7,"Todoroki Sh to se dio el lujo de pensar que , ahora , ella le pertenec a por siempre a menos que l la liberara . Dar a su vida por la de l y no supo que pensar de ello , no cre a necesitar tales juramentos ni promesas vac as que , a n con la firmeza en la que las pronunciaba , no sab a si ser a capaz de cumplirlas . No la conoc a de nada , pero cumpli su deber . Sus labios abri ndose , un ligero susurro inundando los o dos de ella en lo que pronunciaba con seguridad su parte . 
"
12774753,1,8,"Prometo que siempre tendr s lugar junto a m en la guardia y que no pedir ning n servicio que te deshonre . Lo juro por los Antiguos_Dioses ($_dioses) y los nuevos . 
"
12774753,1,9,"Entonces ella sonri , con un brillo singular en sus ojos oscuros y las mejillas ruboriz ndose , Todoroki se sinti un tanto inc modo , su rostro segu a inexpresivo a diferencia del de ella , pero una sensaci n extra a le recorri el cuerpo y no dud en dar un paso hacia atr s , separ ndose antes de que ella tomara su espada del suelo y volviese a su posici n anterior . Su mirada se desvi antes de girar y salir a paso r pido de all , nunca entender a a aquellos que daban su vida por alguien m s siendo que no les conoc an de nada . 
"
12774753,1,10,"II . 
"
