fic_id,chapter_id,para_id,text
14763564,13,1,"`` Shouto ($_shouto) . . ! Shouto ($_shouto) . . !"" 
"
14763564,13,2,"The_sleepy_prince_was_awoken_by_soft ($_izuku) cries of his ($_izuku) own name . A familiar voice tickled in his ($_izuku) ears , it 's weight leaning into his ($_izuku) cheek , it 's warmth welcoming . 
"
14763564,13,3,"The world cleared of fog , eyes opening to find Izuku ($_izuku) with his ($_izuku) arms outstretched and enclosed around his ($_izuku) cheek in a hard hug . He ($_izuku) was extremely close , his ($_izuku) eyes almost looking life sized ; wide and green and so teary they shined like emeralds . 
"
14763564,13,4,"He ($_izuku) frowned and tried to pull some distance between them . The fairy was still crying . Still hugging just as hard. Like he ($_izuku) was scared to let go . # . "" ...'zuku. . ?"" 
"
14763564,13,5,"He ($_izuku) could hear the sleep and pain in his ($_izuku) own dry voice . 
"
14763564,13,6,"Whether Izuku ($_izuku) heard it or not was a mystery as the fairy started to explain in a sudden huff . 
"
14763564,13,7,"`` I-I went to sleep on a tree nearby ... I thought that 'cause I could see the water it would be fine ... but when I woke up it was bright and - y-you were both gone . I thought I would find you at first if I went around the town b-but after an hour or so I realised I was lost . I was so afraid that something had happened to you , I started to fly back to the tower but then I saw Kacchan ($_kacchan) - '' 
"
14763564,13,8,"`` Izuku you approached him ($_kacchan) !? '' 
"
14763564,13,9,"He ($_kacchan) could see the guilt and shame within the expression of Izuku ($_izuku) - he ($_kacchan) had always been an expressive creature with wide and dramatic gestures , so his ($_kacchan) emotions could never truly be hidden . 
"
14763564,13,10,"He ($_kacchan) nodded and sighed , his ($_kacchan) eyes welled up with tears again . 
"
14763564,13,11,"`` He ($_kacchan) - He ($_kacchan) called you a - '' 
"
14763564,13,12,"`` That 's fine . '' Shouto ($_shouto) insisted , knowing that the ending of that sentence could injure him ($_shouto) with words alone . `` But we do n't talk about - him ($_shouto) - anymore . And let 's not call him ($_shouto) Kacchan ($_kacchan) . '' 
"
14763564,13,13,"Izuku ($_izuku) bit his ($_izuku) lip and shook where he ($_izuku) stood . `` I. . . I should n't have left you with him ($_izuku) . '' His ($_izuku) voice was low in the dark room they shared . The curtains up and the childish white of it all now a sad grey . 
"
14763564,13,14,"`` I-I heard him ($_shouto) that night in the forest talking about ... hurting you ($_shouto) . I thought it was a dream . I 'm so , so sorry . '' 
"
14763564,13,15,"Tiny fingers , the only fingers in the word Shouto ($_shouto) had known not to hurt him ($_shouto) , clenched around his ($_shouto) cheek for support . 
"
14763564,13,16,"Shouto ($_shouto) closed his ($_shouto) eyes and leaned his ($_shouto) head into the fairy in acceptance . 
"
14763564,13,17,"""Whatever! Forget him ($_shouto) ! I 'm just glad you 're safe . I went all the way back to the tower you know . I searched the entire place and thought I 'd never see you again . Then I saw and followed your father ... when I found you , you looking like this , I thought my heart would fall out of it 's place . Oh Shouto , you were so silent in your sleep , I had to check you were breathing but you just would n't wake up ! I was so afraid , afraid that you 'd be like this forever and your eyes would never open again.I-I 'm so happy you 're awake . I 've never been so afraid in my life ! '' 
"
14763564,13,18,"Shouto ($_shouto) paled - a look of confusion washing over him ($_shouto) . 
"
14763564,13,19,"`` You went all the way back to the tower ? '' 
"
14763564,13,20,"`` That 's right . '' He ($_shouto) nodded , wiping his ($_shouto) tears from his ($_shouto) eyes . `` I-I may have been gone for two or three days , it was hard to keep a track . When I ($_i) got here you slept for the entire fourth day I ($_i) think . '' 
"
14763564,13,21,"`` B-But . ."" 
"
14763564,13,22,"`` It 's okay Shouto , you deserve your rest . '' He ($_shouto) looked at his ($_shouto) human full of love and care . `` Now ... '' The fairy hitched in a breath so large his ($_shouto) chest visually expanded . `` Now you have to focus that energy on escaping . '' 
"
14763564,13,23,"The word escape hit Shouto ($_shouto) so hard he ($_shouto) pulled back to lean on his ($_shouto) good arm and shook his ($_shouto) head . 
"
14763564,13,24,"`` No . Not after what happened last time . '' He ($_shouto) spoke firmly . 
"
14763564,13,25,"`` Now it will be different , '' The green fairy pleaded . `` You know the outside world is n't nearly what you think , you do n't need a guide ! '' 
"
14763564,13,26,"`` Izuku ... I ca n't . '' 
"
14763564,13,27,"`` Just look at you Shouto ($_shouto) ! '' He ($_shouto) yelled quietly , `` It hurts me so much to see you like this ... you think it will stop ? You think he ($_shouto) 'll just wake up one day and decide that he ($_shouto) does n't want to hurt you ! Of course not Shouto ($_shouto) that 's just ... if you ... if you ever want to escape this pain the first thing you have to do it help your self . '' 
"
14763564,13,28,"The_Prince ($_the) felt terrible , because the fairy had been crying all night and now that he ($_the) 'd woken up the fairy had started to cry again . He ($_the) opened his ($_the) mouth to say no , but no words came out . 
"
14763564,13,29,"Finally , with all the strength he ($_the) had left and his ($_the) mismatched eyes half shut , the_boy ($_the) uttered . ""Exactly. Look at me . I 'm a broken mess . I ca n't even get out of this bed , let alone this he - '' 
"
14763564,13,30,"A knock on the door startled the both of them , Izuku ($_izuku) bolting up on his ($_izuku) wings . 
"
14763564,13,31,"A second before he ($_izuku) could leave , Shouto ($_shouto) grabbed him ($_izuku) with his ($_izuku) good hand and sat up so the fairy was hidden from view behind his ($_izuku) back . 
"
14763564,13,32,"`` Prince Sho ? '' 
"
14763564,13,33,"It was a voice he ($_izuku) was uncertain of . Anxiety started to force its way through his ($_izuku) system again . But he ($_izuku) bit his ($_izuku) lip and said . 
"
14763564,13,34,"""Yes?"" 
"
14763564,13,35,"The door creaked open . 
"
14763564,13,36,"Only now did he ($_izuku) realise his ($_izuku) vulnerability . Cold air came in with a tall man , somewhat familiar with a shaggy , nonchalant appearance and messy black hair . 
"
14763564,13,37,"Shouto ($_shouto) bristled as he ($_shouto) came closer , and the_man_'s ($_izuku) disturbingly perceptive eyes seeming to pick up on this fact so he ($_shouto) halted . 
"
14763564,13,38,"He ($_shouto) was resting not too far away , but not too close either . 
"
14763564,13,39,"The_Prince_'s ($_the) bruised throat went dry . His ($_shouto) uninjured hand pinching at the limp skin of the other arm as he ($_shouto) waited like a pup . He ($_shouto) felt like he ($_shouto) should say something , but could n't think of what . 
"
14763564,13,40,"His ($_shouto) eyes remained averted , cautious . 
"
14763564,13,41,"`` I ($_shouto) thought I ($_shouto) should bring you ($_shouto) some new clothes . '' 
"
14763564,13,42,"Nodding sceptically , he ($_shouto) reached out a single hand to retrieve the neatly folded pile . But the_man ($_izuku) stopped mid way and sighed . 
"
14763564,13,43,"`` At least , that was before I saw the state you ($_shouto) 're in . '' 
"
14763564,13,44,"He ($_shouto) would have been offended , but he ($_shouto) knew it was probably true . He ($_shouto) glanced down , finding that the fur blanket had slipped down to his ($_shouto) lower waist . His ($_shouto) skin was bruised - finger print sized , but most commonly mouth sized in a way that had his ($_shouto) stomach churning and head aching like he ($_shouto) was displaying things he ($_shouto) was n't supposed to . 
"
14763564,13,45,"He ($_shouto) clutched the blanket around himself ($_shouto) and tried to focus elsewhere . He ($_shouto) could feel the other 's eyes on him ($_shouto) , and from his ($_shouto) experience , that could mean only one thing . 
"
14763564,13,46,"`` Now , I ($_shouto) think I ($_shouto) 'd better give these to you ($_shouto) after you ($_shouto) have a wash . And a trip to the infirmary would be in your ($_shouto) best interests too . '' 
"
