fic_id,chapter_id,para_id,text
15592914,23,1,"That next morning , Shouto ($_shouto) got up and went to make breakfast for the whole crowd . There were six of them now , if he ($_shouto) included himself ($_shouto) and Shinsou ($_shinsou) . That was a good number of mouths to feed . However , when he ($_shouto) got downstairs and found that everyone was already up and getting ready . The only ones missing from the scene were himself ($_shouto) and Izuku ($_izuku) . He ($_shouto) d forgotten how late they had stayed up that night talking that morning . We must have slept in late . I should go wake him ($_shouto) up , so he ($_shouto) doesn t miss the day , Shouto ($_shouto) thought , only he ($_shouto) was stopped before he ($_shouto) could retreat back upstairs . 
"
15592914,23,2,"Good morning sleepyhead , Uraraka ($_uraraka) exclaimed . 
"
15592914,23,3,"What time is it ? Do I want to know ? 
"
15592914,23,4,"It s almost noon , Iida ($_iida) scolded . Todoroki ($_todoroki) , I must admit I expected better of a wizard of your stature , especially now that you ve been appointed Royal Wizard ! 
"
15592914,23,5,"I m not the Royal Wizard , he insisted . And I usually wake up earlier . 
"
15592914,23,6,"Todoroki ($_todoroki) , you have officially been appointed Royal Wizard in All Might s absence . You can t just ignore your duties , Iida ($_iida) insisted . 
"
15592914,23,7,"Watch-???
"
15592914,23,8,"Let s . Um drop this for now , Uraraka ($_uraraka) interjected . She didn t want her friends to fight , and she knew whatever Shouto ($_shouto) was about to say would only upset Iida ($_iida) . The two were still fuming at eachother , but Todoroki ($_todoroki) backed down and softened his expression again . 
"
15592914,23,9,"Fine , the wizard said . I was going to go wake up Izuku ($_izuku) , but it occurs to me ... none of you have had breakfast , have you ? I ll get on that , then I ll get him up to eat too . 
"
15592914,23,10,"Actually , I already cooked breakfast for them all , said a soft voice that Shouto hadn t noticed before . It was Rei . 
"
15592914,23,11,"Mom , he startled . I didn t realize you could get Shinsou ($_shinsou) to behave like that . 
"
15592914,23,12,"He s not the first fire demon I ve dealt with , Shouto ($_shouto) . Besides , I wasn t about to let your friends starve . I think I still have a while to maintain this form , I m getting better at it . I can make you breakfast too if you d like . It s been so long since I was able to cook for my baby . 
"
15592914,23,13,"He now knew how Izuku ($_izuku) felt when Inko ($_inko) was sharing his ($_inko) embarrassing stories that day they d toured the apartment . Despite the embarrassment he should have felt , he couldn t find it in himself to care too much . It was awkward being called a baby , being a grown adult man , but this was his mother . He hadn t gotten the chance to have too many real conversations with her since she d arrived in the castle . 
"
15592914,23,14,"It s alright , Mom . I ll cook for myself . You just rest up . 
"
15592914,23,15,"You always were so independent , she cooed , as she pet him on the shoulder . 
"
